text,category,set,category_id,id
I didn't cancel my top-up.,top_up_reverted,train,25,3162
I have a reverted top up I made and wanted to know why it didn't go through.,top_up_reverted,train,25,3163
I believe my top up was reverted.,top_up_reverted,train,25,3164
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,train,25,3165
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",top_up_reverted,train,25,3166
Why did my top up get reverted?,top_up_reverted,train,25,3167
What caused my top-up to be returned?,top_up_reverted,train,25,3168
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,top_up_reverted,train,25,3169
Why was my top up reverted?,top_up_reverted,train,25,3170
Seems like my top-up has been cancelled,top_up_reverted,train,25,3171
Seems like my top up has been cancelled,top_up_reverted,train,25,3172
"My money has disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening?",top_up_reverted,train,25,3173
"Something is wrong, my top-up is gone and I don't know what happened to my money.",top_up_reverted,train,25,3174
My money is nowhere to be found? I talked up earlier and seen it. Now it has vanished. What is going on?,top_up_reverted,train,25,3175
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted,train,25,3176
How come I can't put money in my top up account?,top_up_reverted,train,25,3177
Why has my top-up been reverted?,top_up_reverted,train,25,3178
My top up was reverted. Can you help?,top_up_reverted,train,25,3179
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?",top_up_reverted,train,25,3180
Why would my top up be reverted?,top_up_reverted,train,25,3181
"I tried to make a top-up and it was canceled, why is that?",top_up_reverted,train,25,3182
Did you revert my top up?,top_up_reverted,train,25,3183
The app declined my top up. What did I do wrong?,top_up_reverted,train,25,3184
Is there a reason my top-up has been cancelled?,top_up_reverted,train,25,3185
I think you reverted my top up.,top_up_reverted,train,25,3186
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,top_up_reverted,train,25,3187
"For some reason, the money I added was returned.",top_up_reverted,train,25,3188
Why didn't my top up work?,top_up_reverted,train,25,3189
"I went to look at my top-up and it was canceled, can you tell me why this happend?",top_up_reverted,train,25,3190
How does my top-up got cancelled?,top_up_reverted,train,25,3191
"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",top_up_reverted,train,25,3192
What happened to my top-up? I think it was cancelled.,top_up_reverted,train,25,3193
Why did my top-up get reverted?,top_up_reverted,train,25,3194
Why won't my top up go through?,top_up_reverted,train,25,3195
Please explain why the funds I added were returned to my account.,top_up_reverted,train,25,3196
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,top_up_reverted,train,25,3197
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",top_up_reverted,train,25,3198
I did a topup successfully but its not showing in balance. I think there is some problem in system.,top_up_reverted,train,25,3199
I put some money in my account the other day but now its gone? Why is this?,top_up_reverted,train,25,3200
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,top_up_reverted,train,25,3201
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,train,25,3202
"I think my top up may have been reverted, what do I do?",top_up_reverted,train,25,3203
What is the status of my top up?,top_up_reverted,train,25,3204
"When I top-up, the app reverts it.",top_up_reverted,train,25,3205
Why has my top up been cancelled,top_up_reverted,train,25,3206
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,top_up_reverted,train,25,3207
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",top_up_reverted,train,25,3208
Why is my top-up showing as cancelled?,top_up_reverted,train,25,3209
Why does my top-up get cancelled?,top_up_reverted,train,25,3210
What I topped up was reverted by the app.,top_up_reverted,train,25,3211
I was checking my statement and my top-up has been reverted,top_up_reverted,train,25,3212
"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",top_up_reverted,train,25,3213
My top up was rejected. Why?,top_up_reverted,train,25,3214
I wanted to know why a top-up I made has been reverted.,top_up_reverted,train,25,3215
What should I do?  I topped off but the app reversed  it.,top_up_reverted,train,25,3216
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted,train,25,3217
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",top_up_reverted,train,25,3218
My top-up has been reverted and I would like to know why.,top_up_reverted,train,25,3219
How can I tell if my top-up has been cancelled?,top_up_reverted,train,25,3220
When I topped up the app has seemed to reverted it.,top_up_reverted,train,25,3221
I think my top up was reversed.,top_up_reverted,train,25,3222
I refilled my account balance but got an error message.,top_up_reverted,train,25,3223
"My money's disappeared from my account! I topped up the other day and it was there, but now it's not. Help?",top_up_reverted,train,25,3224
Why is my top-up showing as reverted?,top_up_reverted,train,25,3225
"My top-up was cancelled, could my bank be the problem?",top_up_reverted,train,25,3226
"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",top_up_reverted,train,25,3227
Why did you revert my top-up?,top_up_reverted,train,25,3228
My topup got reverted. Please let me know if there is any issue in system.,top_up_reverted,train,25,3229
My top-up was reverted by the app.,top_up_reverted,train,25,3230
Why was my top up cancelled?,top_up_reverted,train,25,3231
How do I tell if my top up was reverted?,top_up_reverted,train,25,3232
top up cancellation,top_up_reverted,train,25,3233
"I was under the impression that you offer crypto top up; however,  it doesn't appear to be working. The money has now disappeared from my account so I need to know what the deal is?",top_up_reverted,train,25,3234
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted,train,25,3235
Explain why my top up has been reverted please.,top_up_reverted,train,25,3236
"If my top-up didn't transfer, what went wrong?",top_up_reverted,train,25,3237
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted,train,25,3238
My top up may have been reverted,top_up_reverted,train,25,3239
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",top_up_reverted,train,25,3240
What caused my top up to be reverted?,top_up_reverted,train,25,3241
I got an cancellation error when I was topping up.,top_up_reverted,train,25,3242
Why didnt my top up go through,top_up_reverted,train,25,3243
When I topped up the app reverted it.,top_up_reverted,train,25,3244
Why was my top-up declined?,top_up_reverted,train,25,3245
Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,top_up_reverted,train,25,3246
The app reverted my top up,top_up_reverted,train,25,3247
Why has my top-up been returned to my account?,top_up_reverted,train,25,3248
I topped up but the app declined it,top_up_reverted,train,25,3249
The app reverted after I topped-up,top_up_reverted,train,25,3250
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",top_up_reverted,train,25,3251
Why did my money disappear when I topped up??,top_up_reverted,train,25,3252
I have a canceled top-up and wanted to know about it.,top_up_reverted,train,25,3253
What reasons could cause my top up to be reverted,top_up_reverted,train,25,3254
Why isn't my top up showing?  Was the money reversed?,top_up_reverted,train,25,3255
What if my top up is reverted?,top_up_reverted,train,25,3256
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,top_up_reverted,train,25,3257
I got notified that my top up has been reverted. Why?,top_up_reverted,train,25,3258
"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",top_up_reverted,train,25,3259
My top-up was just cancelled.,top_up_reverted,train,25,3260
Can you explain to me why a top up would be reverted?,top_up_reverted,train,25,3261
I topped up but my money is not showing. Why is that?,top_up_reverted,train,25,3262
My automatic top-up was unsuccessful,top_up_reverted,train,25,3263
It looks like my top-up was cancelled,top_up_reverted,train,25,3264
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",top_up_reverted,train,25,3265
Reasons for top up cancellation.,top_up_reverted,train,25,3266
"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.",top_up_reverted,train,25,3267
Do you support top ups?,top_up_reverted,train,25,3268
Why did my top-up not go through?,top_up_reverted,train,25,3269
Explain why my top up would be reverted.,top_up_reverted,train,25,3270
Why did you revert my top up?,top_up_reverted,train,25,3271
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,top_up_reverted,train,25,3272
Is there a reason for my top up to be cancelled?,top_up_reverted,train,25,3273
The app reversed a top off I had.  What should I do?,top_up_reverted,train,25,3274
What happened to the money that I deposited?,top_up_reverted,train,25,3275
What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.,top_up_reverted,train,25,3276
Tell me how a top up would be reverted.,top_up_reverted,train,25,3277
i noticed that the funds were returned to my bank account. What happened?,top_up_reverted,train,25,3278
Why have my top ups been canceled?,top_up_reverted,train,25,3279
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",top_up_reverted,train,25,3280
I want to know why my top-up was reverted,top_up_reverted,train,25,3281
I am unable to use my top-up on the app. Could you explain this to me?,top_up_reverted,train,25,3282
"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",top_up_reverted,train,25,3283
My money disappeared! Please help??,top_up_reverted,train,25,3284
"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",top_up_reverted,train,25,3285
It appears my top-ups have been canceled.,top_up_reverted,train,25,3286
"Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help.",top_up_reverted,train,25,3287
"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?",top_up_reverted,train,25,3288
"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",top_up_reverted,train,25,3289
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",top_up_reverted,train,25,3290
It's only been a few weeks my my top-up got cancelled,top_up_reverted,train,25,3291
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",top_up_reverted,train,25,3292
Explain top-up cancellation,top_up_reverted,train,25,3293
Why did my top up get pulled back out?,top_up_reverted,train,25,3294
Why has my top up been returned?,top_up_reverted,train,25,3295
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",top_up_reverted,train,25,3296
Reverted top up,top_up_reverted,train,25,3297
"Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account",top_up_reverted,train,25,3298
Can you tell me why my top-up was canceled?,top_up_reverted,train,25,3299
Why did my top-up not get approved this time?,top_up_reverted,train,25,3300
Why is my last cheque deposit taking so long?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3301
I am still waiting for a the cash I deposited this morning,balance_not_updated_after_cheque_or_cash_deposit,train,26,3302
"I tried using a check to update my balance, but it isn't work? Is something wrong?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3303
I deposited cash but it isn't showing up in my account,balance_not_updated_after_cheque_or_cash_deposit,train,26,3304
I put some cash into my account but it's not displaying that on my balance.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3305
Why hasn't my cash been deposited yet?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3306
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3307
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3308
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",balance_not_updated_after_cheque_or_cash_deposit,train,26,3309
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3310
cash and check deposit has not gone thru,balance_not_updated_after_cheque_or_cash_deposit,train,26,3311
"my balance has not changed, despite depositing a cheque",balance_not_updated_after_cheque_or_cash_deposit,train,26,3312
Why did my cash deposit not show up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3313
Why is my money not in my account. I have already sent it out.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3314
I placed a cash deposit in my account but I can't see it yet.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3315
I'm not seeing my cash deposit showing up in my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3316
Last week I put a cash deposit into my account and it is still isn't there.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3317
I checked the app and my balance has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3318
"I put some money in my account the other day and it's not gone in yet, can you help with this?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3319
I did a cash deposit to my account but it doesn't show up,balance_not_updated_after_cheque_or_cash_deposit,train,26,3320
I can't see my cash deposit in my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3321
"I deposited money in the form of a cheque, but my balance has not increased.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3322
Where is the cash deposit I made?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3323
"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3324
Why is my deposit still pending?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3325
I made a cash deposit and the balance wasn't updated.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3326
I did a cash deposit to my account but my balance is still the same. What happened?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3327
I just deposited cash to my account and can't find it!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3328
Online banking is not showing my cheque or cash deposit so the balance is incorrect.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3329
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3330
When will my cheque be processed?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3331
What happens if I deposit a cheque accidentally?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3332
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3333
When will my deposit from this morning show up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3334
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3335
Where is my missing cheque I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3336
My balance doesn't show my deposit.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3337
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3338
I made a deposit and the balance hasn't been updated.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3339
I have yet to receive the cash I added to my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3340
Why isn't my cash deposit showing up in my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3341
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3342
I deposited a cheque but the cash hasn't arrived yet,balance_not_updated_after_cheque_or_cash_deposit,train,26,3343
I've already sent the money out and still have not received money in my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3344
I have made a recent check and cash deposit that isn't reflected in my balance.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3345
I placed a cheque but the funds aren't there,balance_not_updated_after_cheque_or_cash_deposit,train,26,3346
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3347
"the balance has not changed, but I have deposited some money",balance_not_updated_after_cheque_or_cash_deposit,train,26,3348
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3349
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3350
I've deposited a check but the cash isn't showing that it's there yet.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3351
Waiting for the cash I deposited this morning still,balance_not_updated_after_cheque_or_cash_deposit,train,26,3352
"I put cash in my account, but I don't see it.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3353
Where did the money I deposit go??,balance_not_updated_after_cheque_or_cash_deposit,train,26,3354
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3355
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3356
Why is the cash not showing in my account for the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3357
When will the check I deposited post to my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3358
How do I see my updated balance after I make a cheque or cash deposit?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3359
Why isn't my deposit in my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3360
Where is my cash deposit in my balance?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3361
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3362
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3363
How long does it take for a cheque to post to your account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3364
Why has my account balance not changed after depositing a cheque?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3365
Where is the cash I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3366
Why is my balance still the same after a cheque deposit?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3367
Why is my check still not showing up on my account? It's been a week already,balance_not_updated_after_cheque_or_cash_deposit,train,26,3368
Why isn't my balance updating after depositing cheques and cash.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3369
My cash deposit isn't in my account. What happened?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3370
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3371
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3372
Why isn't my deposit showing up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3373
My balance was not updated with my checque or cash deposit.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3374
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3375
My cash deposit from a week ago is still not in my account. Can you help me please?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3376
I made a deposit but it is not showing up in my balance.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3377
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3378
The cheque I deposited isn't showing in my account,balance_not_updated_after_cheque_or_cash_deposit,train,26,3379
my check or cash deposit has not shown up,balance_not_updated_after_cheque_or_cash_deposit,train,26,3380
Why isn't my cash deposit showing up in my account? I deposited it this morning.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3381
"I deposited a cheque, why isn't my balance showing that I did?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3382
Why hasn't my cash arrived from a deposited check?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3383
"I put money in my account a week ago but its still not there, what is happening?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3384
"I made a cash deposit, but it hasn't shown up in my balance yet.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3385
"When will I see my cash, since I already deposited my check?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3386
"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3387
I haven't seen the cash yet from the cheque I deposited.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3388
I've deposited a check in my account but the cash isn't showing as available.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3389
"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3390
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3391
Why am I not seeing the check I deposited this morning in my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3392
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3393
My cash deposit hasn't posted to my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3394
"I had a cheque deposited, but I don't see my money yet?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3395
My balance is not right. It has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3396
"After I deposited my cash, I still don't see it in my account.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3397
I made a cash deposit going to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit,train,26,3398
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",balance_not_updated_after_cheque_or_cash_deposit,train,26,3399
My cheque deposit didn't seem to work.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3400
I still do not see the cash deposit in my account from last week. Why?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3401
When will my cheque process?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3402
"I deposited a check, but haven't received the funds for it.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3403
After depositing a cheque my balance did not change.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3404
Cash has been deposited this morning but it hasn't came through.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3405
I deposited a cheque a week ago but have yet to receive the cash.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3406
"I put money into my account in the form of a cheque, but my balance did not change.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3407
"I deposited cash into my account a week ago and it is still not available, please tell me why? I need the cash back now.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3408
"My mother deposited a cheque into my account last week, why is it still not showing up?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3409
Why hasn't my balance been updated from the check deposit I made?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3410
Where is the money I put in the bank?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3411
I haven't received the cash from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3412
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3413
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3414
"Even though I made a cash deposit, I am not seeing it in my account.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3415
I put money in my account a week ago but its still not there?? What happened to my money?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3416
Why did the cash deposit not show up in my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3417
What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3418
"I deposited cash into my account, why do I not see it?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3419
Can you tell me why a cheque deposit isn't showing in my balance?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3420
Why is my cash deposit not in my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3421
Why isn't my money from a check deposit showing?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3422
"I put my check in the bank, but I haven't gotten my cash yet?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3423
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3424
i used a check check yesterday to balance my account and it isn't showing up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3425
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",balance_not_updated_after_cheque_or_cash_deposit,train,26,3426
"My friend deposited $100 into my account, but it is not showing up!",balance_not_updated_after_cheque_or_cash_deposit,train,26,3427
The cash deposit I made this morning has not been credited to my account,balance_not_updated_after_cheque_or_cash_deposit,train,26,3428
"I did a cash deposit to my account, but I am not seeing it on my statement.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3429
I deposited a cheque but I don't see the funds in my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3430
When will my deposit post to my account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3431
I am still waiting for the cash to be returned from a cheque I deposited!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3432
How long does it take to show a deposit I made to my balance?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3433
I deposited cash into my account and I'm having trouble seeing it on my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3434
"I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!",balance_not_updated_after_cheque_or_cash_deposit,train,26,3435
How long do cheques take to post to your account?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3436
I deposited money but my balance hasn't been updated yet.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3437
"I deposited cash this morning, but it is not yet available.",balance_not_updated_after_cheque_or_cash_deposit,train,26,3438
I have cash deposit to my account but it is experiencing a problem,balance_not_updated_after_cheque_or_cash_deposit,train,26,3439
How long will it take for the cash I deposited this morning to show up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3440
The cast deposit from a week ago still is not in my account. Why?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3441
Why is the check I deposited this morning not showing up?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3442
How long do deposits take to appear? I've been waiting for more than a week and need the money!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3443
When will my deposit be processed?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3444
I am still awaiting the money I put into my account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3445
Why am I still not able to see the money I deposited a week ago? This is urgent!!,balance_not_updated_after_cheque_or_cash_deposit,train,26,3446
I deposited a check a few days ago and it's still not gone in! Please help me with this,balance_not_updated_after_cheque_or_cash_deposit,train,26,3447
I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3448
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",balance_not_updated_after_cheque_or_cash_deposit,train,26,3449
Why hasn't my cheque processed?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3450
I am still currently waiting for the cash that has been deposited into the account this morning.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3451
I sent a check into the system but still haven't received the cash yet,balance_not_updated_after_cheque_or_cash_deposit,train,26,3452
I recently deposited a cheque and cannot find the cash from it.,balance_not_updated_after_cheque_or_cash_deposit,train,26,3453
When will I receive the cash payment from the check I deposited?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3454
My cheque is slow to cash,balance_not_updated_after_cheque_or_cash_deposit,train,26,3455
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3456
Why haven't I seen the cash from the cheque I deposited yet?,balance_not_updated_after_cheque_or_cash_deposit,train,26,3457
My cheque is taking a while,balance_not_updated_after_cheque_or_cash_deposit,train,26,3458
I made a cash deposit to my account but i don't see it,balance_not_updated_after_cheque_or_cash_deposit,train,26,3459
